,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4420,medium,low,low,high,medium,medium,medium,high,low,medium,low,6
4421,medium,low,low,high,medium,medium,medium,high,low,medium,low,6
4422,low,low,low,low,medium,low,medium,low,medium,medium,medium,6
4423,low,low,low,low,medium,low,medium,low,medium,medium,medium,6
4424,medium,low,low,high,medium,medium,medium,high,low,medium,low,6
4425,low,low,high,medium,medium,medium,medium,medium,medium,medium,medium,6
4426,low,low,high,medium,medium,medium,medium,medium,medium,medium,medium,6
4427,low,high,low,high,medium,low,high,high,low,high,medium,5
4428,medium,high,low,medium,low,medium,high,low,medium,low,high,6
4429,low,high,medium,medium,medium,high,high,low,high,medium,medium,6
4430,high,high,high,high,high,high,medium,high,low,low,low,5
4431,medium,high,low,medium,medium,low,low,low,medium,medium,high,6
4432,medium,medium,low,medium,low,low,low,low,medium,low,high,6
4433,medium,high,low,high,high,high,high,high,medium,medium,low,5
4434,high,medium,low,low,medium,low,high,low,high,high,high,6
4435,low,medium,medium,high,high,low,high,medium,medium,high,high,6
4436,medium,medium,low,medium,high,low,low,low,high,high,high,6
4437,low,medium,medium,high,high,low,high,medium,medium,high,high,6
4438,low,low,low,low,medium,high,medium,low,medium,low,medium,5
4439,high,high,low,medium,medium,low,medium,medium,low,medium,medium,5
4440,medium,high,medium,high,high,low,medium,high,low,high,low,5
4441,medium,medium,low,low,low,medium,low,low,medium,low,high,6
4442,medium,high,medium,high,high,low,medium,high,low,high,low,5
4443,high,high,low,medium,medium,low,medium,medium,low,medium,medium,5
4444,low,high,low,medium,low,low,low,medium,high,low,high,6
4445,low,high,low,medium,low,low,low,medium,high,low,high,6
4446,low,high,low,medium,low,medium,low,low,high,low,high,6
4447,medium,high,medium,medium,low,low,low,low,low,low,high,6
4448,high,medium,low,medium,medium,medium,medium,medium,medium,high,medium,5
4449,low,medium,low,high,medium,high,medium,medium,medium,low,medium,6
4450,medium,medium,low,high,medium,medium,medium,high,low,high,medium,6
4451,low,medium,low,medium,high,high,high,medium,medium,medium,low,5
4452,low,high,low,medium,medium,high,high,medium,medium,medium,medium,5
4453,medium,high,medium,medium,low,low,low,low,low,low,high,6
4454,medium,low,low,high,high,low,medium,high,low,low,low,6
4455,low,medium,medium,high,high,medium,high,high,medium,medium,low,5
4456,low,medium,medium,high,high,medium,high,high,medium,medium,low,5
4457,low,medium,medium,high,high,medium,high,high,medium,medium,low,5
4458,medium,high,low,medium,medium,low,medium,low,medium,medium,high,7
4459,low,low,low,medium,medium,medium,medium,medium,high,medium,medium,5
4460,medium,low,low,high,high,low,medium,high,low,low,low,6
4461,high,medium,low,medium,medium,medium,high,medium,high,high,medium,6
4462,medium,high,low,medium,low,medium,low,low,medium,medium,high,6
4463,medium,high,medium,low,low,medium,low,low,low,low,high,6
4464,medium,medium,high,high,high,medium,medium,high,low,medium,low,5
4465,medium,medium,high,high,high,medium,medium,high,low,medium,low,5
4466,low,high,low,medium,high,medium,medium,medium,high,medium,medium,5
4467,low,medium,low,medium,high,medium,high,medium,medium,medium,medium,5
4468,low,low,low,low,high,medium,low,low,medium,high,high,6
4469,low,low,low,low,medium,medium,low,low,low,high,medium,6
4470,low,low,medium,low,medium,medium,low,low,high,medium,high,6
4471,low,low,low,low,medium,low,low,low,high,medium,high,6
4472,medium,medium,low,low,medium,low,low,low,medium,high,high,5
4473,medium,high,low,low,high,low,medium,medium,low,high,medium,5
4474,low,medium,low,high,high,high,medium,high,medium,medium,medium,6
4475,low,low,medium,low,low,medium,low,low,high,high,high,6
4476,low,low,high,low,low,medium,low,low,low,medium,high,6
4477,low,high,low,medium,high,high,high,medium,medium,medium,low,5
4478,low,high,low,medium,high,high,high,medium,medium,medium,low,5
4479,low,high,low,medium,high,low,medium,medium,medium,medium,low,5
4480,low,low,high,high,high,high,medium,high,low,low,high,5
4481,low,high,low,medium,high,high,high,medium,medium,medium,low,5
4482,low,medium,medium,medium,low,medium,medium,low,medium,low,high,6
4483,low,medium,low,low,high,low,low,medium,medium,high,low,4
4484,low,high,low,medium,high,low,medium,medium,medium,medium,low,5
4485,medium,high,medium,low,low,low,low,low,high,high,high,6
4486,low,low,low,medium,high,low,low,medium,medium,low,medium,6
4487,low,low,low,low,medium,medium,low,low,high,medium,high,6
4488,medium,high,high,medium,low,medium,medium,low,medium,low,high,6
4489,medium,high,high,medium,low,medium,medium,low,medium,low,high,6
4490,low,medium,medium,medium,low,low,low,low,medium,medium,high,6
4491,low,medium,low,medium,low,low,low,low,low,high,high,6
4492,low,low,high,high,low,low,low,medium,low,high,high,6
4493,medium,high,low,high,medium,medium,high,high,high,high,medium,6
4494,high,medium,medium,low,medium,medium,low,low,low,low,high,6
4495,medium,low,high,high,high,high,high,high,medium,high,medium,6
4496,high,medium,medium,low,medium,medium,low,low,low,low,high,6
4497,low,medium,medium,high,high,high,medium,high,low,low,low,5
4498,medium,low,low,medium,high,low,low,medium,low,high,medium,5
4499,low,high,low,medium,high,low,low,medium,high,medium,high,6
4500,high,medium,medium,medium,high,medium,high,low,medium,high,medium,6
4501,medium,high,low,high,high,medium,high,high,high,high,medium,6
4502,medium,medium,medium,low,high,medium,high,low,medium,medium,high,6
4503,low,high,low,high,medium,medium,low,low,high,high,high,7
4504,low,high,low,high,high,low,medium,medium,low,low,medium,5
4505,low,medium,low,medium,high,high,high,medium,medium,medium,medium,5
4506,medium,low,low,low,medium,medium,low,low,medium,high,high,6
4507,low,high,low,low,low,low,low,low,high,medium,high,5
4508,low,medium,medium,medium,low,high,medium,low,medium,low,high,4
4509,medium,low,low,low,high,low,low,medium,low,high,low,5
4510,medium,high,medium,low,medium,medium,medium,low,medium,high,high,6
4511,low,medium,medium,low,low,low,low,low,high,low,high,6
4512,low,medium,medium,low,low,low,low,low,high,low,high,6
4513,medium,high,medium,medium,medium,low,low,low,low,low,high,6
4514,low,high,low,high,high,medium,high,high,medium,medium,low,5
4515,medium,medium,low,medium,medium,high,medium,low,low,high,high,6
4516,low,high,medium,low,low,low,low,low,medium,medium,high,6
4517,medium,low,low,medium,high,low,low,medium,low,low,medium,6
4518,high,low,medium,medium,high,low,low,medium,medium,low,medium,6
4519,low,low,low,high,high,low,high,high,high,low,high,6
4520,low,high,medium,medium,high,high,high,medium,medium,medium,medium,5
4521,low,high,low,low,medium,high,high,medium,medium,medium,low,5
4522,high,low,medium,medium,high,low,low,medium,medium,low,medium,6
4523,medium,low,low,high,medium,high,medium,high,low,low,low,5
4524,medium,low,low,high,high,high,medium,medium,medium,low,medium,6
4525,low,low,low,high,high,low,high,high,high,low,high,6
4526,low,medium,low,high,high,high,high,medium,high,low,high,6
4527,medium,low,low,medium,high,low,low,medium,low,low,medium,6
4528,low,high,low,medium,high,low,low,medium,low,low,low,6
4529,high,medium,high,high,medium,high,high,high,low,medium,low,6
4530,high,medium,high,high,high,high,high,high,low,medium,low,6
4531,high,medium,high,high,high,high,high,high,low,medium,low,6
4532,low,low,low,low,high,medium,medium,low,high,low,high,6
4533,low,medium,low,high,high,medium,medium,high,medium,low,medium,5
4534,low,medium,low,low,medium,medium,low,low,medium,low,high,6
4535,high,medium,high,high,medium,high,high,high,low,medium,low,6
4536,high,medium,high,high,high,high,medium,high,low,medium,low,6
4537,high,low,high,low,high,low,low,medium,medium,medium,medium,5
4538,medium,low,medium,medium,low,low,medium,medium,low,low,medium,6
4539,high,low,medium,high,low,low,low,high,medium,low,high,5
4540,low,medium,medium,medium,low,medium,low,low,high,high,high,6
4541,low,low,medium,low,low,low,low,low,high,low,high,6
4542,medium,medium,high,high,low,low,low,medium,low,high,high,5
4543,medium,medium,high,high,low,low,low,medium,low,high,high,5
4544,low,medium,medium,medium,low,medium,low,low,high,high,high,6
4545,low,medium,high,low,low,medium,low,low,medium,low,high,6
4546,low,low,medium,low,low,medium,low,low,low,high,high,6
4547,low,medium,medium,low,low,low,low,low,high,low,high,6
4548,low,high,low,high,medium,high,high,high,high,high,medium,5
4549,medium,medium,high,high,low,low,low,medium,low,high,high,5
4550,medium,low,medium,low,medium,low,low,low,low,medium,high,6
4551,medium,low,medium,low,medium,low,low,low,low,medium,high,6
4552,low,high,low,high,low,low,low,low,medium,high,high,6
4553,low,medium,medium,medium,low,medium,low,low,high,high,high,6
4554,low,low,medium,low,low,low,low,low,high,low,high,6
4555,medium,high,medium,high,high,low,low,high,low,medium,low,5
4556,low,low,high,low,low,medium,medium,low,high,high,high,5
4557,low,high,high,high,medium,high,high,high,medium,high,low,6
4558,low,low,low,medium,low,low,medium,medium,high,high,medium,6
4559,medium,low,medium,high,medium,low,low,high,high,high,medium,7
4560,low,medium,low,medium,low,medium,low,low,high,high,high,6
4561,low,medium,low,low,low,low,low,low,low,medium,high,6
4562,low,low,medium,high,low,medium,medium,high,high,low,medium,7
4563,low,medium,low,high,low,low,medium,medium,high,low,medium,7
4564,medium,low,medium,low,low,medium,low,low,medium,medium,medium,7
4565,low,medium,high,high,medium,low,high,high,high,high,medium,5
4566,high,high,low,high,low,high,high,medium,low,medium,high,5
4567,low,medium,high,high,medium,low,high,high,high,high,medium,5
4568,low,medium,low,medium,high,low,medium,medium,medium,medium,high,6
4569,low,low,medium,medium,high,low,medium,medium,medium,high,low,6
4570,low,medium,low,low,low,low,low,low,high,low,high,6
4571,low,low,low,low,low,low,low,low,high,low,high,7
4572,low,low,medium,low,low,medium,low,low,medium,medium,high,7
4573,medium,high,low,medium,low,medium,low,low,low,low,high,6
4574,low,low,low,high,low,medium,low,low,low,high,high,7
4575,low,high,low,low,low,low,medium,low,high,high,high,7
4576,low,medium,medium,low,low,low,low,low,medium,low,high,5
4577,low,low,medium,high,high,low,low,high,medium,medium,medium,6
4578,low,low,medium,low,medium,medium,low,low,high,high,high,7
4579,low,low,low,high,medium,high,medium,high,low,high,low,6
4580,low,low,low,high,medium,high,low,high,low,high,low,6
4581,low,medium,low,low,low,medium,medium,low,high,low,high,6
4582,low,high,high,medium,medium,medium,medium,medium,low,high,medium,6
4583,low,low,high,medium,high,high,medium,medium,low,medium,low,6
4584,low,high,low,low,medium,low,low,low,low,high,high,6
4585,low,high,low,high,low,low,high,medium,high,high,high,6
4586,low,medium,high,low,low,medium,medium,low,high,low,high,6
4587,high,high,medium,high,low,low,low,medium,low,low,high,6
4588,low,medium,medium,medium,high,medium,medium,medium,high,high,high,5
4589,low,medium,high,low,low,medium,medium,low,high,low,high,6
4590,low,high,medium,medium,medium,high,high,medium,medium,medium,high,6
4591,medium,high,high,high,medium,low,high,medium,low,high,medium,6
4592,medium,high,medium,medium,low,low,high,low,low,medium,high,6
4593,low,high,medium,high,high,low,low,high,medium,high,medium,6
4594,low,high,medium,low,low,low,medium,low,high,medium,high,6
4595,medium,high,medium,high,low,medium,medium,medium,low,low,medium,6
4596,medium,high,medium,medium,high,low,low,low,medium,high,high,6
4597,medium,high,low,high,low,medium,low,high,medium,medium,medium,6
4598,low,high,medium,high,high,low,low,high,medium,high,medium,6
4599,low,low,medium,low,low,low,low,low,high,low,high,7
4600,high,low,medium,low,medium,low,low,medium,low,medium,medium,6
4601,medium,low,medium,medium,low,high,low,medium,low,high,medium,6
4602,low,low,medium,high,medium,high,medium,high,low,low,low,6
4603,low,high,low,medium,low,medium,medium,low,medium,low,medium,6
4604,medium,high,medium,high,low,medium,medium,medium,low,low,high,6
4605,low,medium,medium,medium,low,medium,low,low,medium,high,high,6
4606,medium,medium,medium,medium,medium,low,low,medium,low,high,high,5
4607,medium,medium,medium,high,low,medium,high,medium,low,low,high,6
4608,low,high,low,medium,low,low,low,low,low,high,high,7
4609,low,high,low,low,low,low,low,low,medium,low,medium,4
4610,low,high,medium,medium,low,low,low,low,medium,medium,medium,6
4611,low,high,medium,medium,low,low,low,low,high,medium,medium,5
4612,low,high,low,medium,medium,high,medium,medium,medium,medium,medium,5
4613,low,medium,low,medium,medium,high,medium,medium,medium,medium,medium,5
4614,medium,high,low,medium,high,low,high,medium,low,medium,low,5
4615,low,high,low,medium,low,high,medium,low,high,medium,high,7
4616,high,medium,high,low,medium,low,low,low,low,high,medium,5
4617,low,high,low,low,low,low,medium,low,high,high,high,7
4618,low,high,low,medium,low,high,medium,low,high,medium,high,7
4619,low,high,low,medium,high,medium,high,high,medium,medium,low,5
4620,low,high,low,medium,low,medium,medium,low,low,low,high,6
4621,high,high,high,low,medium,medium,low,low,medium,medium,high,7
4622,low,high,low,medium,low,medium,medium,low,high,high,high,7
4623,medium,high,medium,medium,low,low,medium,low,high,high,high,6
4624,low,high,low,medium,low,low,low,low,high,medium,high,6
4625,high,high,low,medium,low,low,high,medium,low,medium,high,5
4626,low,medium,high,high,low,high,high,medium,high,medium,high,6
4627,low,low,high,medium,medium,low,low,low,medium,medium,medium,6
4628,low,low,high,medium,medium,low,low,low,medium,medium,medium,6
4629,low,medium,medium,low,medium,low,low,low,low,medium,high,7
4630,low,medium,medium,high,medium,high,medium,medium,medium,high,medium,7
4631,medium,low,high,low,medium,medium,low,low,medium,high,medium,7
4632,low,medium,high,high,low,high,high,medium,high,medium,high,6
4633,low,medium,high,medium,medium,high,high,medium,medium,high,medium,6
4634,low,medium,high,high,low,high,medium,medium,low,high,high,6
4635,low,high,low,high,low,low,medium,medium,high,medium,medium,6
4636,low,high,low,low,medium,medium,high,low,high,high,medium,5
4637,low,medium,high,low,low,high,medium,low,low,high,high,6
4638,low,high,low,low,medium,medium,high,low,high,high,medium,5
4639,medium,high,low,high,high,high,high,high,high,high,medium,6
4640,low,medium,high,low,low,high,medium,low,low,high,high,6
4641,medium,medium,medium,low,low,high,medium,low,low,high,high,6
4642,low,medium,medium,low,low,low,low,low,high,low,high,7
4643,low,low,medium,medium,medium,high,high,medium,medium,medium,medium,6
4644,medium,medium,low,medium,low,medium,medium,low,low,medium,high,6
4645,low,medium,medium,low,low,high,high,low,high,low,high,7
4646,low,low,low,low,low,low,low,low,high,high,medium,7
4647,low,medium,medium,low,medium,medium,low,low,high,medium,high,7
4648,medium,high,low,low,high,medium,high,medium,low,high,low,5
4649,low,high,low,medium,medium,low,low,medium,high,medium,medium,5
4650,low,high,low,medium,medium,low,low,medium,high,medium,medium,5
4651,low,high,low,medium,low,high,low,low,high,high,high,7
4652,low,high,high,low,high,high,high,medium,medium,medium,low,5
4653,low,high,low,medium,low,low,low,low,low,medium,high,7
4654,low,medium,high,high,medium,high,medium,medium,low,high,medium,7
4655,low,medium,high,high,medium,high,medium,medium,low,high,medium,7
4656,low,medium,high,high,medium,high,medium,medium,low,high,medium,7
